age,gender,department,years,performance,jobsat,income,distance,attrition
57,Male,Sales,12,2.9141703997834565,2.896876385325095,53534.0,10.3,0
44,Male,Sales,14,2.4781210849702218,2.1315257011335973,31253.0,3.2,1
48,Male,Sales,11,3.7334810106071257,2.0880240794413543,70716.0,13.3,1
46,Female,Sales,2,4.1352234159061485,3.97823327916539,46139.0,11.7,0
45,Female,Research & Development,7,3.061243701485518,3.7192288146546373,46363.0,3.2,0
45,Female,Sales,17,4.132237650384127,4.624547935829138,65505.0,1.4,0
50,Female,Sales,11,3.209378333412801,4.948735545785577,35129.0,0.8,0
52,Female,Human Resources,2,3.4368820726669673,1.904379050949889,30938.0,6.9,0
52,Male,Sales,3,3.6737864113593437,3.6261294419839545,69068.0,15.8,0
48,Male,Sales,2,3.3931177020102172,3.1334395069176373,37733.0,8.1,0
55,Female,Research & Development,6,3.058525326104501,4.156174161186227,31114.0,5.6,0
39,Male,Sales,18,3.8717080050279904,2.2363781871382757,68398.0,7.8,0
42,Male,Research & Development,16,3.4839697130656155,2.7487359320610945,76307.0,21.4,1
48,Female,Sales,4,2.4739877345857884,2.3894404205884814,34087.0,3.0,0
53,Male,Sales,2,1.9043808011094983,4.079073978082031,79698.0,18.8,0
50,Female,Sales,15,3.0893352011352633,5.0,42504.0,40.9,0
44,Female,Sales,6,3.8073799998691595,2.520085090163432,55991.0,1.1,0
47,Female,Sales,5,2.5812331248551543,2.108033292234251,95836.0,6.4,0
39,Female,Sales,18,2.440915700121351,2.340441571519846,49483.0,1.7,1
41,Female,Sales,18,3.672476373174261,3.656754556091301,37923.0,0.6,1
45,Male,Human Resources,1,2.8233657330582207,3.0955682912290037,37211.0,9.9,0
47,Male,Sales,9,3.0009526056536275,1.9875109887528917,84094.0,6.8,0
38,Male,Research & Development,15,2.2425313260186046,1.5396977928868703,41421.0,22.5,0
56,Male,Research & Development,4,2.718302265607414,2.766323744230437,52410.0,0.8,0
47,Male,Sales,5,3.032661046323482,1.9579112730111758,53451.0,3.1,0
40,Female,Research & Development,10,2.6108758097452363,3.6427573907821937,35589.0,0.6,0
44,Female,Research & Development,11,2.834657138212259,2.417321594421914,36154.0,0.5,0
54,Female,Sales,8,3.491969643101081,3.0709707270912565,46437.0,22.0,0
41,Female,Sales,14,2.889213173372427,3.6456131433247494,48240.0,17.1,0
45,Male,Sales,13,2.5648115825198508,3.755416824719194,30401.0,1.4,0
34,Female,Sales,7,3.248145119061562,5.0,40157.0,1.6,0
28,Male,Human Resources,12,2.1780872825772906,3.4179509407851563,44922.0,2.9,0
53,Male,Research & Development,13,2.7877749357771444,3.8356094816589485,102163.0,19.3,0
42,Female,Research & Development,16,2.329187694967357,5.0,36746.0,52.8,0
39,Male,Sales,7,3.067676597650997,4.22743021446077,94314.0,14.3,0
52,Male,Research & Development,15,3.777815774321129,1.8835267704830003,76015.0,0.5,0
51,Male,Sales,2,2.7629028014562818,4.437695451244699,55440.0,19.9,0
59,Female,Research & Development,2,2.8538388634129674,2.4899982613088416,32459.0,9.9,0
49,Female,Sales,2,3.4189324989504195,3.4330954353332093,59723.0,9.1,0
58,Female,Sales,12,2.742049546845866,3.6082753868652455,63984.0,10.6,0
48,Male,Human Resources,18,3.9234353498188606,4.05466333554153,40760.0,1.4,0
52,Male,Sales,9,3.0142073658905018,2.2185660108805942,42250.0,11.0,0
48,Female,Research & Development,19,3.108788832885442,2.448166947366222,51656.0,3.1,1
50,Male,Sales,15,3.410137822930905,5.0,46868.0,3.2,0
39,Female,Sales,13,2.9171337285568044,2.249197175588947,30377.0,9.0,0
43,Female,Sales,15,2.8316797518666452,3.4313111039616566,33130.0,3.1,0
35,Male,Human Resources,16,1.6827045713475441,3.8764906888715096,58884.0,6.1,0
31,Male,Human Resources,18,3.033546465269082,2.9282138202802748,115178.0,15.1,0
41,Male,Research & Development,11,2.93027235523178,2.2099846221560764,86088.0,32.9,0
35,Female,Sales,4,3.5553026336046694,4.452562794049808,37669.0,17.7,0
43,Male,Sales,16,3.7677927978263863,4.326086678952502,40627.0,21.5,0
56,Female,Sales,4,3.1883576513125145,2.4381602052459384,85711.0,2.6,0
45,Female,Research & Development,5,2.663125062823183,4.90957934560222,57749.0,0.7,0
46,Female,Research & Development,9,3.0793177636726443,4.020891366335806,35903.0,13.2,0
49,Female,Sales,4,2.9030746209972995,2.385617424174538,41262.0,5.1,1
34,Female,Research & Development,9,2.9335743038555835,3.3822904866898815,92314.0,3.2,1
65,Female,Research & Development,3,3.621660282796343,2.664387797324303,78038.0,1.9,0
46,Male,Sales,14,1.954724190569872,2.1386123533219035,40924.0,19.9,1
53,Female,Human Resources,1,2.555695651333665,2.13549402183565,104366.0,1.4,0
40,Male,Research & Development,15,3.202098148645791,2.6344563037282387,100293.0,2.4,0
41,Male,Sales,15,3.740871927372989,2.74933962313536,58634.0,16.4,0
54,Male,Sales,2,3.6890031706411723,3.1576441689837313,56981.0,4.1,0
48,Female,Sales,15,3.615054089984355,1.9866788961327055,102424.0,5.7,1
62,Male,Research & Development,13,2.690719649941345,4.274003494730286,115616.0,10.3,1
65,Male,Research & Development,17,2.1636814200977135,3.4920347356878287,41102.0,4.4,0
54,Male,Human Resources,13,2.677097426139556,2.0140431709748023,89304.0,20.3,1
43,Male,Research & Development,4,3.551116084493143,4.201843954914751,77606.0,3.2,0
46,Female,Sales,14,3.1225306637097936,2.1568157893700644,33881.0,14.5,1
70,Male,Sales,12,3.061451070397195,4.289184097411183,37826.0,27.0,0
39,Male,Research & Development,17,3.162120225875888,3.6761325317014397,58691.0,3.5,0
53,Male,Research & Development,17,2.31266747337403,2.065709444874766,53435.0,10.8,1
42,Female,Research & Development,15,2.3875080491585576,2.8548889047757493,52748.0,7.7,0
50,Female,Research & Development,17,3.751907542618813,1.9960844964216693,41263.0,21.1,0
67,Female,Sales,19,2.7652868972403297,2.448478462726339,81972.0,0.5,1
55,Female,Sales,8,3.574831888344083,2.4400610012141657,60709.0,7.9,0
43,Male,Research & Development,7,2.5102574911428652,3.5285121631187066,48231.0,11.9,0
56,Male,Research & Development,3,2.3701868092711003,3.038006884498501,39554.0,3.2,0
51,Female,Human Resources,20,3.508318275841807,3.1557758046411464,56577.0,6.5,0
63,Female,Sales,17,3.0980197601217463,3.4941615049493264,34903.0,23.4,0
54,Male,Sales,19,2.7454917237026657,3.775092597268392,70216.0,5.9,1
46,Male,Sales,14,2.892429895236355,3.212307338800203,59275.0,10.8,0
35,Male,Sales,18,2.49359687743927,3.2920476486306423,34622.0,8.8,0
53,Male,Human Resources,16,2.8068070056673298,2.3584464817466357,34065.0,1.8,1
65,Female,Sales,15,2.8671595333260185,1.7933036102186704,57473.0,0.5,1
59,Male,Research & Development,12,2.4626838985437507,2.2086551036605964,31555.0,31.4,0
40,Female,Sales,11,2.484922203619116,3.4167320885827723,57117.0,2.2,0
31,Female,Research & Development,5,2.82893000801326,3.698794654805554,60229.0,14.6,0
56,Female,Sales,20,2.721144132837392,3.2692329430276073,68138.0,9.1,0
52,Female,Research & Development,1,2.9157222564240177,4.45154656797265,75755.0,4.4,0
35,Female,Sales,2,2.797963667985895,3.387458626527975,64643.0,1.9,0
44,Female,Sales,11,3.079176815618371,2.8097584000978446,44468.0,0.9,0
51,Male,Human Resources,19,2.5601764079111624,4.963773210860971,43983.0,10.0,1
45,Female,Human Resources,4,3.0714059354593743,4.231375840541347,81050.0,45.4,0
42,Female,Sales,14,2.409042946179942,2.588525431785755,77097.0,7.6,0
53,Male,Sales,2,2.110312936289587,4.9316615809046915,32045.0,2.2,0
47,Male,Research & Development,8,3.6548322978284737,2.590117146847552,50475.0,8.1,0
45,Female,Research & Development,13,3.437272486716896,2.757327606261114,62009.0,11.1,0
43,Female,Sales,15,2.847543388737334,3.000642139021551,86180.0,21.9,0
49,Male,Sales,17,2.5058185726493054,3.9960328343731333,37400.0,3.1,1
59,Male,Research & Development,10,3.6409062381033923,4.4153879893420465,44218.0,17.8,0
40,Female,Human Resources,3,2.727268366208299,4.363211962051368,63470.0,13.0,0
59,Male,Sales,6,3.4506206608350625,2.7119681509523383,56231.0,13.7,0
44,Male,Sales,16,3.0917877989167093,1.1137463924576332,139225.0,1.4,1
53,Male,Sales,5,2.780928003595909,5.0,35997.0,0.5,0
54,Male,Sales,12,3.637536528134477,1.7658425301273233,159258.0,5.8,0
49,Female,Sales,11,3.0532954265390853,3.2532230030247327,38192.0,1.7,0
45,Female,Sales,20,2.840786599892064,3.7618645729456133,69260.0,5.1,1
26,Male,Research & Development,17,2.6546935989245224,2.064167082874304,70637.0,4.3,1
45,Male,Sales,2,1.9119497385983766,3.5587333181053347,51880.0,2.5,0
28,Male,Research & Development,14,3.417972724050122,2.9477423655354125,65279.0,30.8,0
46,Male,Sales,15,2.770889022796488,2.4814242968340436,49730.0,7.4,1
32,Female,Sales,12,2.6502114895764834,1.512955909604228,39931.0,8.1,0
49,Male,Research & Development,6,2.693870201311118,2.8844601277393984,81215.0,13.1,0
52,Male,Research & Development,9,3.402621066343306,2.3971667661430294,35246.0,28.4,0
46,Male,Human Resources,11,3.3815891532503466,3.5736956039360614,65005.0,45.4,0
44,Male,Research & Development,11,3.2644362381788077,3.4884881640059353,50168.0,20.3,0
30,Male,Research & Development,1,2.501867877367407,2.427580454153774,78418.0,4.6,0
53,Male,Research & Development,11,2.3255117736748887,5.0,42514.0,15.7,0
51,Male,Research & Development,19,2.7386078758305956,3.328965592544126,36776.0,11.3,1
54,Male,Research & Development,19,3.082439406650857,1.962854206240051,35494.0,7.8,1
60,Female,Human Resources,19,2.2167197283092825,4.014431361219776,38971.0,7.8,0
47,Male,Research & Development,19,2.6600287971149865,4.171783922248026,32603.0,54.7,1
34,Female,Research & Development,10,3.346673295699802,3.9433548951432904,93776.0,19.4,0
60,Female,Sales,8,2.9495988679300185,2.6163117497995256,63159.0,4.4,0
56,Female,Sales,18,2.492701931714691,2.2591770826404693,31657.0,7.4,1
30,Female,Human Resources,17,3.412796319478055,3.771975951972172,85777.0,6.4,0
57,Male,Research & Development,11,2.6636275241224108,3.4403874486406374,96097.0,0.7,0
55,Male,Sales,4,3.199900437356885,2.436141404288744,37890.0,1.6,0
64,Male,Sales,8,3.2328353054618555,3.2867811674148877,33206.0,1.7,0
33,Male,Sales,13,3.3676682487322633,2.4854589489459578,39005.0,23.2,0
26,Male,Research & Development,11,1.9146398959163597,4.3909135174972445,39363.0,4.7,0
59,Male,Sales,16,3.020733366041633,2.329979411024139,37923.0,11.8,0
45,Female,Sales,10,3.6567851988489863,3.8287403634904846,52894.0,7.1,0
50,Male,Research & Development,19,3.146551827808966,4.075459644359001,98977.0,9.7,0
49,Male,Research & Development,17,2.3398853516025357,2.0572033018440288,54359.0,35.6,1
35,Male,Research & Development,16,3.621062377233342,3.2735421671421205,84806.0,1.4,1
57,Female,Sales,2,2.643142143227491,2.858724895822274,51422.0,29.9,1
59,Male,Research & Development,1,3.453726639589212,2.8752579817790447,59875.0,5.0,0
58,Male,Research & Development,5,1.725944662522213,3.754264286043414,52101.0,100.0,0
38,Female,Research & Development,11,2.779720423575157,1.0,35582.0,20.5,0
47,Female,Human Resources,10,3.0548572710428936,1.9661395702452777,121830.0,2.3,0
46,Male,Research & Development,10,2.948310177243821,3.248207978355472,58857.0,34.4,0
41,Female,Sales,15,2.8428947764122308,3.404819398923331,70831.0,3.6,0
58,Female,Research & Development,11,3.484044196636848,2.165890647949935,50769.0,53.4,0
49,Male,Research & Development,1,2.8088525743652326,3.46320665072604,105595.0,7.9,0
64,Female,Sales,18,3.173502781981857,3.2332926798391184,42336.0,7.0,1
36,Male,Sales,12,3.436428193114947,2.6974996199157677,69992.0,10.0,0
31,Female,Sales,9,2.853142281822849,2.568794596419618,35925.0,7.1,0
60,Male,Sales,2,2.9925057926067793,5.0,46624.0,5.3,0
38,Male,Research & Development,1,2.888697676964425,2.171955104105061,65913.0,9.1,0
48,Female,Research & Development,2,3.0725503733299098,3.0063558573758162,40751.0,1.7,0
70,Male,Research & Development,8,2.467394533237016,2.37867068791242,46039.0,2.0,0
55,Female,Sales,11,3.2295328293247154,4.102660020615567,88044.0,5.1,0
54,Male,Sales,2,2.795497630401626,4.138726842111951,30581.0,10.1,0
38,Male,Research & Development,20,2.927571159515179,3.0395663790238054,45222.0,53.4,1
45,Male,Sales,12,2.822683562531928,1.0,45405.0,11.0,0
30,Female,Sales,14,3.857882930030532,3.861483000203461,62848.0,5.8,0
35,Male,Sales,14,3.1099809645681455,3.295693397774083,86208.0,4.7,1
44,Male,Sales,9,3.02189764661449,4.2847077819598125,73607.0,2.6,0
45,Male,Research & Development,9,2.898916811970827,2.6685153622052535,86859.0,6.8,0
45,Male,Sales,5,3.3544835800662667,2.7351911509306372,177430.0,1.4,0
41,Female,Sales,12,3.330323491813333,3.9028844599540298,57285.0,6.0,0
33,Male,Sales,7,2.594014039152988,1.1383985323161714,40005.0,9.1,0
55,Male,Research & Development,6,1.906324679553883,2.624249741920367,45705.0,15.2,0
48,Male,Research & Development,5,2.7072454493648657,2.2047952096039776,142313.0,7.6,0
49,Male,Research & Development,9,3.1847929173457903,2.2383662291140567,61973.0,6.0,0
62,Female,Sales,15,2.2948058737526367,3.5573191899504395,42806.0,3.3,0
57,Male,Research & Development,8,2.871921174232077,2.6774963853499756,61259.0,4.6,0
55,Female,Sales,20,3.305173954859295,2.4463984031083585,40762.0,2.1,0
45,Male,Research & Development,11,3.7287825429847996,1.095224416032848,49781.0,6.0,0
59,Male,Sales,8,2.555106110579481,3.430745386293633,45459.0,16.3,0
54,Male,Sales,15,2.72260078103393,2.103660532616435,30860.0,12.3,0
63,Female,Sales,8,2.54827862250904,1.8415410369513936,48098.0,0.5,0
55,Male,Research & Development,3,2.483914020663448,4.411904517339867,127209.0,0.5,0
50,Male,Research & Development,8,3.1867326651215166,2.5957642707101103,78210.0,3.5,0
53,Male,Human Resources,19,2.6928599597303418,2.3656826583660973,120411.0,14.0,1
58,Male,Sales,14,3.3101848710385897,3.9356994956475573,98572.0,19.4,0
40,Female,Sales,10,3.0482321574237727,3.2159978593964675,85199.0,3.8,0
49,Male,Sales,9,2.6011262599347904,2.6433294407679635,44627.0,1.5,0
30,Female,Sales,2,3.2517037268089597,2.4516151194446536,34243.0,0.5,0
57,Male,Sales,17,2.6572759433589535,3.5589034250864175,59288.0,1.5,0
56,Male,Human Resources,10,2.606516120408671,1.6993589946945649,32978.0,3.7,1
39,Male,Research & Development,2,2.209809562677872,2.6325527366265584,54211.0,29.7,0
50,Male,Sales,18,3.603534932907459,1.591690746900494,33778.0,1.6,0
46,Female,Sales,2,2.8079126332416164,4.154681697454238,122023.0,0.5,0
70,Male,Sales,18,3.6994581343215533,3.021432536491271,71722.0,7.3,1
57,Male,Research & Development,17,3.1604419508226718,3.593286484122071,89867.0,14.5,0
40,Female,Sales,4,2.485673965115922,2.760664415631179,47411.0,17.3,0
34,Male,Research & Development,11,2.499685134475458,2.9720291707917097,42197.0,3.0,0
47,Female,Research & Development,19,3.38233693560529,4.329387379501185,78705.0,2.1,1
52,Male,Research & Development,13,2.72894825982236,2.533514866397264,84790.0,3.9,0
54,Female,Research & Development,10,2.5051254349078875,2.6002325973929556,73730.0,1.2,0
49,Female,Sales,10,3.083325594243188,4.760374983488761,49559.0,13.2,0
32,Female,Research & Development,17,2.4939539548870635,2.826592426792995,177821.0,17.4,1
49,Male,Sales,9,3.7147433904724827,4.296644582397829,42042.0,1.3,0
39,Male,Research & Development,15,2.649399953708593,3.623526851517558,38789.0,12.0,0
36,Male,Sales,1,2.788766807362783,3.6495315575009766,36158.0,17.5,0
53,Male,Research & Development,18,2.9082497162348133,4.376141185243648,65195.0,7.0,0
58,Female,Human Resources,17,2.7913565137600993,1.931211803763255,44675.0,2.4,0
50,Male,Sales,12,3.1421228835791,3.978507736172479,67933.0,7.2,0
70,Male,Human Resources,8,3.198467920606284,3.342647039852145,61629.0,5.7,0
55,Male,Research & Development,6,2.747986182834365,2.1723227900050333,97309.0,6.8,0
38,Male,Sales,13,3.120679550935642,1.0,40827.0,15.0,0
66,Male,Sales,4,2.8695512116728423,4.055948226428089,38074.0,11.4,0
57,Male,Research & Development,10,2.725302569165266,1.186662908062821,54604.0,23.1,0
50,Female,Sales,15,3.057919568163817,2.2501905362903916,63938.0,7.7,1
46,Male,Research & Development,16,2.7126170042795255,1.792006754760367,103199.0,15.3,0
38,Male,Sales,16,4.048888067666214,3.6362724631689036,63343.0,7.3,0
52,Male,Sales,11,3.6180823839643317,3.232870148821405,45936.0,2.8,0
55,Female,Research & Development,2,3.1460969606316778,2.176313968382445,136453.0,12.1,0
45,Male,Sales,9,3.056013815737491,2.357415103177083,54673.0,10.2,0
33,Male,Sales,17,2.983389724483807,3.341405851340286,59638.0,1.1,0
29,Female,Research & Development,4,2.862499127170075,3.0139876614997148,43659.0,7.0,0
47,Female,Research & Development,9,2.59625143741192,3.3371399480289243,76002.0,29.0,1
47,Female,Sales,1,2.9455169918607345,5.0,33420.0,5.8,0
50,Male,Human Resources,2,2.7367125901116127,2.2761605002507665,50632.0,17.9,0
58,Female,Research & Development,5,2.409946763344829,3.85781618695681,30999.0,1.9,0
48,Male,Research & Development,7,3.676964418387194,3.483037567647485,59057.0,2.7,0
47,Male,Sales,3,2.5255652119824523,2.29421738431559,31668.0,5.5,0
34,Female,Sales,14,3.2144853226327537,3.0987619315371093,101017.0,26.1,0
52,Male,Human Resources,2,3.236620978320388,2.6742926837346914,68622.0,2.9,0
46,Male,Research & Development,10,2.395961983858362,3.0198890968204575,37820.0,1.5,0
55,Male,Research & Development,9,2.890216039172733,3.5108986387164256,31461.0,2.3,0
58,Male,Sales,3,3.4710148346689715,1.9448335975295363,35488.0,10.9,0
62,Male,Sales,14,2.5741601506258434,2.686764433216465,36162.0,22.6,1
40,Male,Sales,16,2.486212590661402,5.0,59608.0,2.2,0
38,Male,Sales,18,3.1856850434976427,3.4306647726759225,62852.0,1.5,0
47,Male,Sales,18,2.5868124385990887,5.0,46459.0,1.4,0
34,Female,Human Resources,1,4.011897395567324,5.0,34922.0,31.2,0
56,Male,Research & Development,2,2.600253346447716,2.223093694342459,37621.0,8.2,0
58,Male,Research & Development,15,1.9625084919667668,3.9831264154184707,84243.0,10.5,0
70,Male,Research & Development,16,3.4954759124075534,4.572515108962728,47258.0,12.8,0
57,Male,Sales,17,2.6783932247769227,5.0,46715.0,13.0,0
43,Female,Research & Development,4,2.335046879678057,2.0251087921979636,34139.0,18.4,0
40,Male,Research & Development,18,2.234101511341989,3.058735642132155,45833.0,7.0,0
48,Female,Sales,10,2.5092815240646162,1.4754478241436786,54729.0,3.8,0
38,Male,Research & Development,16,2.752258139450306,3.79794585746476,41858.0,0.8,0
47,Male,Research & Development,3,4.084800184885545,2.148742006056134,57388.0,31.4,0
49,Female,Research & Development,14,2.6069489200908,2.7612995827249036,58835.0,3.5,1
60,Female,Sales,3,1.9733355844720981,4.308924011468149,48771.0,8.7,0
60,Female,Human Resources,6,2.9351109628776593,2.174941361436877,97242.0,25.7,0
47,Male,Sales,1,2.3626674519777233,3.1462395092687183,93972.0,5.5,0
52,Male,Research & Development,16,3.3493952932338535,4.901412521259345,77339.0,0.5,1
50,Male,Research & Development,17,3.305391320268086,2.136886774330706,41180.0,9.2,0
44,Male,Sales,14,2.4744530094654382,3.4408237578487033,79105.0,16.8,0
45,Female,Sales,19,2.85229280041072,3.6901716694544513,50289.0,0.6,0
57,Male,Research & Development,2,3.3080054003364117,3.8122444356464253,75035.0,27.9,0
51,Female,Sales,11,3.5219718789112022,3.3891599167067463,70193.0,5.7,0
54,Male,Research & Development,15,1.9064825639890044,1.4875329420329595,40742.0,6.0,1
54,Male,Research & Development,4,3.5466467851201924,3.0354564303558353,62119.0,10.0,0
62,Male,Sales,14,2.9208373152533813,1.0685013291976204,36899.0,41.0,1
55,Female,Sales,8,3.44521734819691,3.556707506386168,31420.0,4.7,0
44,Male,Research & Development,14,3.163500669526594,1.7573208507729494,80445.0,0.5,0
50,Male,Sales,5,2.4737173519862425,3.8690939585892234,40619.0,0.5,0
47,Female,Research & Development,2,2.9837793783793267,1.9771655258946652,42914.0,0.6,0
49,Male,Sales,8,2.2534940489783084,2.9422309541594536,94613.0,5.3,0
58,Female,Research & Development,15,3.961082010754286,1.491356606722943,56526.0,4.5,1
42,Female,Human Resources,11,3.731491643042192,3.426209457843486,115095.0,1.3,0
46,Male,Human Resources,15,3.6197009794143455,3.124604279000338,52231.0,5.8,0
41,Male,Human Resources,4,2.823498156385627,3.3510331854163664,33660.0,2.5,0
59,Female,Research & Development,20,3.0021885798786405,1.885688803456916,73500.0,3.9,0
37,Male,Sales,3,2.886462425957029,2.004526019358397,62247.0,14.7,0
56,Female,Research & Development,1,3.255632069768692,4.576483826569858,72593.0,9.4,0
45,Female,Research & Development,14,3.444266304340247,1.8834615186107055,48281.0,3.9,0
47,Female,Research & Development,9,2.0419903140361093,4.623130561804804,115358.0,10.1,0
50,Female,Sales,7,2.577455598298803,1.7400414286331833,49674.0,6.8,0
46,Female,Sales,15,3.102006284027748,1.5297862258854613,56109.0,3.2,1
32,Male,Sales,13,2.820023983647908,2.7632539917534498,41548.0,6.8,1
33,Male,Research & Development,8,2.4183738106729926,3.447624862558355,125979.0,8.5,0
52,Male,Research & Development,16,2.9853168666560066,4.113724317405974,98366.0,29.7,0
37,Male,Research & Development,3,2.2857606035729203,1.481484164174686,87633.0,1.8,0
31,Male,Human Resources,3,2.2631744586581264,3.506604607183629,32454.0,9.6,0
43,Male,Research & Development,20,3.461013730652857,1.625521157838915,58331.0,0.5,0
